Mod:Item:MetaData, Localized Name
betterwithmods:aesthetic:4, Rope Block
betterwithmods:aesthetic:5, Flint Block
betterwithmods:aesthetic:6, White Stone
betterwithmods:aesthetic:7, White Cobble
betterwithmods:aesthetic:8, Ender Block
betterwithmods:aesthetic:9, Block of Padding
betterwithmods:aesthetic:10, Block of Soap
betterwithmods:aesthetic:11, Block of Dung
betterwithmods:aesthetic:12, Block of Wicker
betterwithmods:aesthetic:13, Block of Nethercoal
betterwithmods:booster, Mechanical Booster Rail
betterwithmods:wood_bench:0, Oak Wood Bench
betterwithmods:wood_bench:1, Spruce Wood Bench
betterwithmods:wood_bench:2, Birch Wood Bench
betterwithmods:wood_bench:3, Jungle Wood Bench
betterwithmods:wood_bench:4, Acacia Wood Bench
betterwithmods:wood_bench:5, Dark Oak Wood Bench
betterwithmods:wood_table:0, Oak Wood Table
betterwithmods:wood_table:1, Spruce Wood Table
betterwithmods:wood_table:2, Birch Wood Table
betterwithmods:wood_table:3, Jungle Wood Table
betterwithmods:wood_table:4, Acacia Wood Table
betterwithmods:wood_table:5, Dark Oak Wood Table
betterwithmods:companion_cube, Companion Cube
betterwithmods:block_dispenser, Block Dispenser
betterwithmods:bamboo_chime:0, Oak Bamboo Chime
betterwithmods:bamboo_chime:1, Spruce Bamboo Chime
betterwithmods:bamboo_chime:2, Birch Bamboo Chime
betterwithmods:bamboo_chime:3, Jungle Bamboo Chime
betterwithmods:bamboo_chime:4, Acacia Bamboo Chime
betterwithmods:bamboo_chime:5, Dark Oak Bamboo Chime
betterwithmods:metal_chime:0, Oak Wind Chime
betterwithmods:metal_chime:1, Spruce Wind Chime
betterwithmods:metal_chime:2, Birch Wind Chime
betterwithmods:metal_chime:3, Jungle Wind Chime
betterwithmods:metal_chime:4, Acacia Wind Chime
betterwithmods:metal_chime:5, Dark Oak Wind Chime
betterwithmods:buddy_block, Buddy Block
betterwithmods:creative_generator, Creative Mechanical Generator
betterwithmods:light, Light Block
betterwithmods:platform, Platform
betterwithmods:mining_charge, Mining Charge
betterwithmods:fertile_farmland, Fertile Farmland
betterwithmods:screw_pump, Screw Pump
betterwithmods:vine_trap, Vine Trap
betterwithmods:raw_pastry:0, Cake Batter
betterwithmods:raw_pastry:1, Oven Ready Pumpkin Pie
betterwithmods:raw_pastry:2, Raw Cookie Dough
betterwithmods:raw_pastry:3, Flour
betterwithmods:raw_pastry:4, Oven Ready Apple Pie
betterwithmods:steel_anvil, Soulforged Steel Anvil
betterwithmods:dirt_slab:0, Dirt Slab
betterwithmods:dirt_slab:1, Grass Slab
betterwithmods:dirt_slab:2, Mycelium Slab
betterwithmods:cooking_pot:0, Crucible
betterwithmods:cooking_pot:1, Cauldron
betterwithmods:cooking_pot:2, Mysterious Vessel
betterwithmods:iron_wall, Iron Wall
betterwithmods:stake, Stake
betterwithmods:nether_growth, Nether Growth Spore
betterwithmods:steel_block:0, Soulforged Steel Block
betterwithmods:steel_saw, Soulforged Steel Saw
betterwithmods:blood_log, Bloodwood
betterwithmods:blood_leaves, Bloodwood Leaves
betterwithmods:blood_sapling, Bloodwood Sapling
betterwithmods:nether_clay, Nether Sludge Block
betterwithmods:cobblestone:0, Granite Cobblestone
betterwithmods:cobblestone:1, Diorite Cobblestone
betterwithmods:cobblestone:2, Andesite Cobblestone
betterwithmods:steel_pressure_plate, Steel Pressure Plate
betterwithmods:infernal_enchanter, Infernal Enchanter
betterwithmods:candle:0, White Candle
betterwithmods:candle:1, Orange Candle
betterwithmods:candle:2, Magenta Candle
betterwithmods:candle:3, Light Blue Candle
betterwithmods:candle:4, Yellow Candle
betterwithmods:candle:5, Lime Candle
betterwithmods:candle:6, Pink Candle
betterwithmods:candle:7, Gray Candle
betterwithmods:candle:8, Light Gray Candle
betterwithmods:candle:9, Cyan Candle
betterwithmods:candle:10, Purple Candle
betterwithmods:candle:11, Blue Candle
betterwithmods:candle:12, Brown Candle
betterwithmods:candle:13, Green Candle
betterwithmods:candle:14, Red Candle
betterwithmods:candle:15, Black Candle
betterwithmods:candle:0, White Candle
betterwithmods:candle_holder, Candle Holder
betterwithmods:shaft, Shaft
betterwithmods:bucket, Well Bucket
betterwithmods:material:0, Wooden Gear
betterwithmods:material:1, Nethercoal
betterwithmods:material:2, Hemp
betterwithmods:material:3, Hemp Fibers
betterwithmods:material:4, Hemp Cloth
betterwithmods:material:5, Dung
betterwithmods:material:6, Tanned Leather
betterwithmods:material:7, Scoured Leather
betterwithmods:material:8, Leather Strap
betterwithmods:material:9, Leather Belt
betterwithmods:material:10, Wood Blade
betterwithmods:material:11, Wind Sail
betterwithmods:material:12, Glue
betterwithmods:material:13, Tallow
betterwithmods:material:14, Soulforged Steel Ingot
betterwithmods:material:15, Ground Netherrack
betterwithmods:material:16, Hellfire Dust
betterwithmods:material:17, Concentrated Hellfire
betterwithmods:material:18, Coal Dust
betterwithmods:material:19, Filament
betterwithmods:material:20, Polished Lapis Lazuli
betterwithmods:material:21, Potash
betterwithmods:material:22, Sawdust
betterwithmods:material:23, Soul Dust
betterwithmods:material:24, Archimedes Screw
betterwithmods:material:25, Brimstone
betterwithmods:material:26, Niter
betterwithmods:material:27, Heating Element
betterwithmods:material:28, Explosive Fuse
betterwithmods:material:29, Blasting Oil
betterwithmods:material:30, Soulforged Steel Nugget
betterwithmods:material:31, Cut Leather
betterwithmods:material:32, Cut Leather (Tanned)
betterwithmods:material:33, Cut Leather (Scoured)
betterwithmods:material:34, Redstone Latch
betterwithmods:material:35, Nether Sludge
betterwithmods:material:36, Haft
betterwithmods:material:37, Charcoal Dust
betterwithmods:material:38, Soul Flux
betterwithmods:material:39, Ender Slag
betterwithmods:material:40, Ocular of Ender
betterwithmods:material:41, Padding
betterwithmods:material:42, Plate Armor
betterwithmods:material:43, Broadhead
betterwithmods:material:44, Cocoa Powder
betterwithmods:material:45, Diamond Ingot
betterwithmods:material:46, Diamond Nugget
betterwithmods:material:47, Chain Mail
betterwithmods:material:48, Soulforged Steel Gear
betterwithmods:material:49, Soulforged Steel Spring
betterwithmods:material:50, Soap
betterwithmods:material:51, Soulforged Steel Plate
betterwithmods:material:52, Witch Wart
betterwithmods:material:53, Mysterious Gland
betterwithmods:material:54, Poison Sac
betterwithmods:axle_generator:0, Windmill
betterwithmods:axle_generator:1, Water Wheel
betterwithmods:axle_generator:2, Vertical Windmill
betterwithmods:bark:0, Oak Bark
betterwithmods:bark:1, Spruce Bark
betterwithmods:bark:2, Birch Bark
betterwithmods:bark:3, Jungle Bark
betterwithmods:bark:4, Acacia Bark
betterwithmods:bark:5, Dark Oak Bark
betterwithmods:bark:6, Bloodwood Bark
betterwithmods:donut, Donut
betterwithmods:dynamite, Dynamite
betterwithmods:fertilizer, Fertilizer
betterwithmods:steel_axe, Refined Axe
betterwithmods:steel_hoe, Refined Hoe
betterwithmods:steel_pickaxe, Refined Pickaxe
betterwithmods:steel_shovel, Refined Shovel
betterwithmods:steel_sword, Refined Sword
betterwithmods:steel_mattock, Refined Mattock
betterwithmods:steel_battleaxe, Refined Battleaxe
betterwithmods:steel_hacksaw, Refined Hacksaw
betterwithmods:steel_helmet, Plate Armor Helmet
betterwithmods:steel_chest, Plate Armor Chest
betterwithmods:steel_pants, Plate Armor Leggings
betterwithmods:steel_boots, Plate Armor Boots
betterwithmods:creeper_oyster, Creeper Oyster
betterwithmods:ender_spectacles, Ender Spectacles
betterwithmods:raw_egg, Raw Egg
betterwithmods:cooked_egg, Cooked Egg
betterwithmods:raw_scrambled_egg, Raw Scrambled Eggs
betterwithmods:cooked_scrambled_egg, Cooked Scrambled Eggs
betterwithmods:raw_omelet, Raw Mushroom Omelet
betterwithmods:cooked_omelet, Cooked Mushroom Omelet
betterwithmods:ham_and_eggs, Ham and Eggs
betterwithmods:tasty_sandwich, Tasty Sandwich
betterwithmods:composite_bow, Composite Bow
betterwithmods:broadhead_arrow, Broadhead Arrow
betterwithmods:beef_dinner, Steak Dinner
betterwithmods:beef_potatoes, Steak and Potatoes
betterwithmods:chicken_soup, Chicken Soup
betterwithmods:chocolate, Chocolate
betterwithmods:chowder, Chowder
betterwithmods:cooked_kebab, Kebab
betterwithmods:hearty_stew, Hearty Stew
betterwithmods:raw_kebab, Uncooked Kebab
betterwithmods:pork_dinner, Pork Dinner
betterwithmods:stump_remover, Stump Remover
betterwithmods:dirt_pile, Pile of Dirt
betterwithmods:gravel_pile, Pile of Gravel
betterwithmods:sand_pile, Pile of Sand
betterwithmods:red_sand_pile, Pile of Red Sand
betterwithmods:wolf_chop, Wolf Chop
betterwithmods:cooked_wolf_chop, Cooked Wolf Chop
betterwithmods:kibble, Kibble
betterwithmods:apple_pie, Apple Pie
betterwithmods:manual, Mechanist's Journal
betterwithmods:mystery_meat, Mystery Meat
betterwithmods:cooked_mystery_meat, Cooked Mystery Meat
betterwithmods:bat_wing, Bat Wing
betterwithmods:cooked_bat_wing, Cooked Bat Wing
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:leather_tanned_boots, Tanned Leather Boots
betterwithmods:leather_tanned_chest, Tanned Leather Tunic
betterwithmods:leather_tanned_helmet, Tanned Leather Cap
betterwithmods:leather_tanned_pants, Tanned Leather Pants
betterwithmods:wool_boots, Wool Socks
betterwithmods:wool_chest, Wool Shirt
betterwithmods:wool_helmet, Wool Cap
betterwithmods:wool_pants, Wool Pants
betterwithmods:siding_wood, %s Siding
betterwithmods:siding_clay, Siding
betterwithmods:siding_iron, %s Siding
betterwithmods:siding_ground, Siding
betterwithmods:siding_rock, %s Siding
betterwithmods:moulding_wood, %s Moulding
betterwithmods:moulding_clay, Moulding
betterwithmods:moulding_iron, %s Moulding
betterwithmods:moulding_ground, Moulding
betterwithmods:moulding_rock, %s Moulding
betterwithmods:corner_wood, %s Corner
betterwithmods:corner_clay, Corner
betterwithmods:corner_iron, %s Corner
betterwithmods:corner_ground, Corner
betterwithmods:corner_rock, %s Corner
akashictome:tome, item.tome.name
betterwithaddons:banner_detector:0, Banner Detector
betterwithaddons:world_scale:0, World Scale [DEPRECATED]
betterwithaddons:world_scale_ore:0, World Scale Ore [DEPRECATED]
betterwithaddons:world_scale_ore:1, Rough World Scale [DEPRECATED]
betterwithaddons:world_scale_active:0, Engraved World Scale [DEPRECATED]
betterwithaddons:elytra_magma:0, Magma Verus Block
betterwithaddons:extra_grass:0, tile.extra_grass.farm.name
betterwithaddons:extra_grass:1, tile.extra_grass.clay.name
betterwithaddons:extra_grass:2, tile.extra_grass.sand.name
betterwithaddons:extra_grass:3, tile.extra_grass.redsand.name
betterwithaddons:pcb_block:0, PCB
betterwithaddons:lattice:0, Iron Lattice
betterwithaddons:thorn_rose:0, Thorny Vine Seed
betterwithaddons:chute:0, Chute
betterwithaddons:aqueduct:0, Aqueduct
betterwithaddons:aqueduct:1, Aqueduct
betterwithaddons:aqueduct:2, Aqueduct
betterwithaddons:aqueduct:3, Aqueduct
betterwithaddons:aqueduct:4, Aqueduct
betterwithaddons:aqueduct:5, Aqueduct
betterwithaddons:aqueduct:6, Aqueduct
betterwithaddons:aqueduct:7, Aqueduct
betterwithaddons:aqueduct:8, Aqueduct
betterwithaddons:aqueduct:9, Aqueduct
betterwithaddons:aqueduct:10, Aqueduct
betterwithaddons:redstone_emitter:0, Redstone Emitter
betterwithaddons:block_matcher:0, Block Matcher
betterwithaddons:legendarium:0, Hall of Legends
betterwithaddons:weight_wood:0, Weight Sensor
betterwithaddons:weight_stone:0, Stone Weight Sensor
betterwithaddons:scaffold:0, Scaffold
betterwithaddons:spindle:0, Spindle
betterwithaddons:loom:0, Spinning Wheel
betterwithaddons:leaves_luretree:0, Alicio Leaves
betterwithaddons:sapling_luretree:0, Alicio Sapling
betterwithaddons:log_luretree:0, Alicio Wood
betterwithaddons:log_luretree_face:0, Alicio Wood Visage
betterwithaddons:leaves_mulberry:0, Mulberry Leaves
betterwithaddons:sapling_mulberry:0, Mulberry Sapling
betterwithaddons:log_mulberry:0, Mulberry Wood
betterwithaddons:planks_mulberry:0, Mulberry Wood Planks
betterwithaddons:leaves_sakura:0, Sakura Leaves
betterwithaddons:sapling_sakura:0, Sakura Sapling
betterwithaddons:log_sakura:0, Sakura Wood
betterwithaddons:planks_sakura:0, Sakura Wood Planks
betterwithaddons:ancestry_sand:0, Infused Soul Sand
betterwithaddons:ancestry_infuser:0, Ancestral Infuser
betterwithaddons:leafpile_sakura:0, Sakura Leafpile
betterwithaddons:crop_rush, Common Rush Seeds
betterwithaddons:crop_rice, Rice Seeds
betterwithaddons:crop_tea, Tea Seeds
betterwithaddons:bamboo:0, Bamboo
betterwithaddons:slat:0, Bamboo Slat Block
betterwithaddons:netted_screen:0, Netted Screen
betterwithaddons:iron_sand:0, Iron Sand
betterwithaddons:kera:0, Kera
betterwithaddons:tatara:0, Tatara
betterwithaddons:cherrybox:0, Cherrywood Soaking Unit
betterwithaddons:cherrybox:1, Cherrywood Drying Unit
betterwithaddons:nabe:0, Nabe
betterwithaddons:shoji:0, Shoji
betterwithaddons:fusuma:0, Fusuma
betterwithaddons:tatami:0, Tatami Mat
betterwithaddons:tatami_full:0, Recessed Tatami Mat
betterwithaddons:zen_sand:0, Zen Garden Sand
betterwithaddons:zen_redsand:0, Zen Garden Red Sand
betterwithaddons:zen_soulsand:0, Zen Garden Soul Sand
betterwithaddons:zen_ironsand:0, Zen Garden Iron Sand
betterwithaddons:wet_soap:0, Block of Wet Soap
betterwithaddons:chandelier:0, Chandelier
betterwithaddons:paper_wall:0, Paper Wall
betterwithaddons:wrought_bars:0, Wrought Iron Bars
betterwithaddons:wood_lamp:0, Wooden Lantern
betterwithaddons:wrought_lamp:0, Wrought Iron Lantern
betterwithaddons:pavement:0, Pavement
betterwithaddons:whitebrick:0, White Stone Bricks
betterwithaddons:whitebrick:1, Mossy White Stone Bricks
betterwithaddons:whitebrick:2, Cracked White Stone Bricks
betterwithaddons:whitebrick:3, Chiseled White Stone Bricks
betterwithaddons:box:0, Wooden Box
betterwithaddons:bricks_stained:0, White Stained Bricks
betterwithaddons:bricks_stained:1, Orange Stained Bricks
betterwithaddons:bricks_stained:2, Magenta Stained Bricks
betterwithaddons:bricks_stained:3, Light Blue Stained Bricks
betterwithaddons:bricks_stained:4, Yellow Stained Bricks
betterwithaddons:bricks_stained:5, Lime Stained Bricks
betterwithaddons:bricks_stained:6, Pink Stained Bricks
betterwithaddons:bricks_stained:7, Gray Stained Bricks
betterwithaddons:bricks_stained:8, Light Gray Stained Bricks
betterwithaddons:bricks_stained:9, Cyan Stained Bricks
betterwithaddons:bricks_stained:10, Purple Stained Bricks
betterwithaddons:bricks_stained:11, Blue Stained Bricks
betterwithaddons:bricks_stained:12, Brown Stained Bricks
betterwithaddons:bricks_stained:13, Green Stained Bricks
betterwithaddons:bricks_stained:14, Red Stained Bricks
betterwithaddons:bricks_stained:15, Black Stained Bricks
betterwithaddons:unbaked:0, Oven Ready Melon Pie
betterwithaddons:unbaked:1, Oven Ready Meat Pie
betterwithaddons:unbaked:2, Oven Ready Mushroom Pie
betterwithaddons:unbaked:3, Oven Ready Mushroom Pie
betterwithaddons:rail_rusted:0, Rusted Rail
betterwithaddons:log_termite:0, Oak Wood
betterwithaddons:writing_table:0, Writing Table
betterwithaddons:writing_table:1, Writing Table
betterwithaddons:writing_table:2, Writing Table
betterwithaddons:writing_table:3, Writing Table
betterwithaddons:writing_table:4, Writing Table
betterwithaddons:writing_table:5, Writing Table
betterwithaddons:adobe:0, Wet Adobe
betterwithaddons:adobe:1, Wet Adobe
betterwithaddons:adobe:2, Wet Adobe
betterwithaddons:adobe:3, Wet Adobe
betterwithaddons:adobe:4, Wet Adobe
betterwithaddons:adobe:5, Wet Adobe
betterwithaddons:adobe:6, Wet Adobe
betterwithaddons:adobe:7, Wet Adobe
betterwithaddons:adobe:8, Dried Adobe
betterwithaddons:adobe:9, Dried Adobe
betterwithaddons:adobe:10, Dried Adobe
betterwithaddons:adobe:11, Dried Adobe
betterwithaddons:adobe:12, Dried Adobe
betterwithaddons:adobe:13, Dried Adobe
betterwithaddons:adobe:14, Dried Adobe
betterwithaddons:adobe:15, Dried Adobe
betterwithaddons:ecksie_sapling:0, Ecksie Sapling
betterwithaddons:ecksie_sapling:1, Ecksie Sapling
betterwithaddons:ecksie_sapling:2, Ecksie Sapling
betterwithaddons:ecksie_sapling:3, Ecksie Sapling
betterwithaddons:ecksie_sapling:4, Ecksie Sapling
betterwithaddons:ecksie_sapling:5, Ecksie Sapling
betterwithaddons:ecksie_sapling:6, Ecksie Sapling
betterwithaddons:ecksie_sapling:7, Ecksie Sapling
betterwithaddons:ecksie_sapling:8, Ecksie Sapling
betterwithaddons:inverted_gearbox:0, Clutchbox
betterwithaddons:iron_spade, Iron Spade
betterwithaddons:iron_matchpick, Iron Matchpick
betterwithaddons:iron_machete, Iron Machete
betterwithaddons:iron_kukri, Iron Kukri
betterwithaddons:iron_carpentersaw, Iron Carpenter Saw
betterwithaddons:iron_masonpick, Iron Mason Pick
betterwithaddons:gold_spade, Golden Spade
betterwithaddons:gold_matchpick, Golden Matchpick
betterwithaddons:gold_machete, Golden Machete
betterwithaddons:gold_kukri, Golden Kukri
betterwithaddons:gold_carpentersaw, Golden Carpenter Saw
betterwithaddons:gold_masonpick, Golden Mason Pick
betterwithaddons:diamond_spade, Diamond Spade
betterwithaddons:diamond_matchpick, Diamond Matchpick
betterwithaddons:diamond_machete, Diamond Machete
betterwithaddons:diamond_kukri, Diamond Kukri
betterwithaddons:diamond_carpentersaw, Diamond Carpenter Saw
betterwithaddons:diamond_masonpick, Diamond Mason Pick
betterwithaddons:steel_spade, Refined Spade
betterwithaddons:steel_matchpick, Refined Matchpick
betterwithaddons:steel_machete, Refined Machete
betterwithaddons:steel_kukri, Refined Kukri
betterwithaddons:steel_carpentersaw, Refined Carpenter Saw
betterwithaddons:steel_masonpick, Refined Mason Pick
betterwithaddons:material:0, Greatarrow Head
betterwithaddons:material:1, Midori
betterwithaddons:material:2, Popped Midori
betterwithaddons:material:3, Thorn Rose
betterwithaddons:material:4, Stone Brick
betterwithaddons:material:5, Bone Ingot
betterwithaddons:material:6, Magma Cream Verus
betterwithaddons:worldshard, World Scale Shard [DEPRECATED]
betterwithaddons:greatbow, Greatbow
betterwithaddons:greatarrow, Greatarrow
betterwithaddons:greatarrow_lightning, Lightning Greatarrow
betterwithaddons:greatarrow_destruction, Destructive Greatarrow
betterwithaddons:monument, Monument
betterwithaddons:food_mushroom_baked, Baked Mushroom
betterwithaddons:food_amanita_baked, Baked Mushroom
betterwithaddons:food_beetroot_cooked, Cooked Beetroot
betterwithaddons:food_beetroot_baked, Baked Beetroot
betterwithaddons:food_carrot_cooked, Cooked Carrot
betterwithaddons:food_carrot_baked, Baked Carrot
betterwithaddons:food_potato_cooked, Cooked Potato
betterwithaddons:food_egg_cooked, Cooked Egg
betterwithaddons:food_meatballs, Meatballs
betterwithaddons:food_ground_meat, Ground Meat
betterwithaddons:food_pie_mushroom, Mushroom Pie
betterwithaddons:food_pie_amanita, Mushroom Pie
betterwithaddons:food_pie_meat, Meat Pie
betterwithaddons:food_pie_melon, Melon Pie
betterwithaddons:food_clownfish_cooked, Cooked Clownfish
betterwithaddons:food_pufferfish_baked, Cooked Pufferfish
betterwithaddons:food_pufferfish_prepared, Fugu
betterwithaddons:food_pufferfish_cooked, Cooked Fugu
betterwithaddons:food_fugu_sac, Fugu Sac
betterwithaddons:food_sashimi, Sashimi
betterwithaddons:food_mulberry, Mulberry
betterwithaddons:food_cooked_rice, Cooked Rice
betterwithaddons:food_bowl_rice, Bowl of Rice
betterwithaddons:laxative, Laxative
betterwithaddons:tea_leaves, %s Leaves
betterwithaddons:tea_soaked, Soaked %s Leaves
betterwithaddons:tea_wilted, Wilted %s Leaves
betterwithaddons:tea_powder, %s
betterwithaddons:soulsand_pile, Pile of Soul Sand
betterwithaddons:rotten_food, Rotten Food
betterwithaddons:wool:0, White Fleece
betterwithaddons:wool:1, Orange Fleece
betterwithaddons:wool:2, Magenta Fleece
betterwithaddons:wool:3, Light Blue Fleece
betterwithaddons:wool:4, Yellow Fleece
betterwithaddons:wool:5, Lime Fleece
betterwithaddons:wool:6, Pink Fleece
betterwithaddons:wool:7, Gray Fleece
betterwithaddons:wool:8, Light Gray Fleece
betterwithaddons:wool:9, Cyan Fleece
betterwithaddons:wool:10, Purple Fleece
betterwithaddons:wool:11, Blue Fleece
betterwithaddons:wool:12, Brown Fleece
betterwithaddons:wool:13, Green Fleece
betterwithaddons:wool:14, Red Fleece
betterwithaddons:wool:15, Black Fleece
betterwithaddons:salt:0, Salt Cluster
betterwithaddons:artifact_frame, Artifact Display
betterwithaddons:tool_shard, Shards of %s
betterwithaddons:brick_stained:0, White Stained Brick
betterwithaddons:brick_stained:1, Orange Stained Brick
betterwithaddons:brick_stained:2, Magenta Stained Brick
betterwithaddons:brick_stained:3, Light Blue Stained Brick
betterwithaddons:brick_stained:4, Yellow Stained Brick
betterwithaddons:brick_stained:5, Lime Stained Brick
betterwithaddons:brick_stained:6, Pink Stained Brick
betterwithaddons:brick_stained:7, Gray Stained Brick
betterwithaddons:brick_stained:8, Light Gray Stained Brick
betterwithaddons:brick_stained:9, Cyan Stained Brick
betterwithaddons:brick_stained:10, Purple Stained Brick
betterwithaddons:brick_stained:11, Blue Stained Brick
betterwithaddons:brick_stained:12, Brown Stained Brick
betterwithaddons:brick_stained:13, Green Stained Brick
betterwithaddons:brick_stained:14, Red Stained Brick
betterwithaddons:brick_stained:15, Black Stained Brick
betterwithaddons:shinai, Shinai
betterwithaddons:katana, Katana
betterwithaddons:wakizashi, Wakizashi
betterwithaddons:tanto, Tanto
betterwithaddons:yumi, Yumi
betterwithaddons:ya, Ya
betterwithaddons:poisoned_ya, Poisoned Ya
betterwithaddons:ancestry_bottle, Bottle of Japanese Ancestry
betterwithaddons:teacup:0, Teacup
betterwithaddons:japanmat:0, Rice
betterwithaddons:japanmat:1, Soaked Rice
betterwithaddons:japanmat:2, Rice Stalk
betterwithaddons:japanmat:3, Rice Hay
betterwithaddons:japanmat:4, Rice Ash
betterwithaddons:japanmat:5, Common Rush
betterwithaddons:japanmat:6, Soaked Bamboo
betterwithaddons:japanmat:7, Bamboo Slats
betterwithaddons:japanmat:8, Soaked Mulberry Bark
betterwithaddons:japanmat:9, Mulberry Pulp
betterwithaddons:japanmat:10, Mulberry Sheet
betterwithaddons:japanmat:11, Washi
betterwithaddons:japanmat:12, Iron Scales
betterwithaddons:japanmat:13, Lamellar
betterwithaddons:japanmat:14, Paper Lamellar
betterwithaddons:japanmat:15, Tsuka
betterwithaddons:japanmat:16, Half Katana Blade
betterwithaddons:japanmat:17, Ya Head
betterwithaddons:japanmat:18, Yumi Top Parts
betterwithaddons:japanmat:19, Yumi Bottom Parts
betterwithaddons:japanmat:20, Tamahagane
betterwithaddons:japanmat:21, Heated Tamahagane
betterwithaddons:japanmat:22, Folded Tamahagane
betterwithaddons:japanmat:23, Reheated Tamahagane
betterwithaddons:japanmat:24, Finished Tamahagane
betterwithaddons:japanmat:25, Wrapped Tamahagane
betterwithaddons:japanmat:26, Hocho-Tetsu
betterwithaddons:japanmat:27, Heated Hocho-Tetsu
betterwithaddons:japanmat:28, Once-folded Hocho-Tetsu
betterwithaddons:japanmat:29, Twice-folded Hocho-Tetsu
betterwithaddons:japanmat:30, Finished Hocho-Tetsu
betterwithaddons:japanmat:31, Undecorated Samurai Helmet
betterwithaddons:japanmat:32, Undecorated Samurai Chestplate
betterwithaddons:japanmat:33, Undecorated Samurai Leggings
betterwithaddons:japanmat:34, Undecorated Samurai Boots
betterwithaddons:japanmat:35, Sakura Bark
betterwithaddons:japanmat:36, Mulberry Bark
betterwithaddons:helmet_samurai, Samurai Helmet [WIP]
betterwithaddons:chest_samurai, Samurai Chestplate [WIP]
betterwithaddons:legs_samurai, Samurai Leggings [WIP]
betterwithaddons:boots_samurai, Samurai Boots [WIP]
betterwithaddons:helmet_paper, Paper Helmet
betterwithaddons:chest_paper, Paper Chestplate
betterwithaddons:legs_paper, Paper Leggings
betterwithaddons:boots_paper, Paper Boots
betterwithaddons:bag:0, Bag of Seeds
betterwithaddons:bag:1, Bag of Hemp Seeds
betterwithaddons:bag:2, Bag of Melon Seeds
betterwithaddons:bag:3, Bag of Pumpkin Seeds
